Simple	English	semantic-similarity
The 501Y.V2 variant , also known as South African COVID-19 variant , is a variant of the SARS-CoV-2 , the virus that causes COVID-19 . It is one of several SARS-CoV-2 variants. It was first detected in the Nelson Mandela Bay  metropolitan area of the Eastern Cape province of South Africa . On 23 December 2020, the United Kingdom health minister Matt Hancock said that two people who had travelled from South Africa to the United Kingdom were infected with the 501.V2.  On 28 December, the variant was detected in two people in Switzerland  and one in Finland .  The United States reported its first cases of the variant in the U.S. state of South Carolina . 	Lineage B.1.351  is a variant of SARS-CoV-2 , the virus that causes COVID-19 . One of several SARS-CoV-2 variants believed to be of particular importance , it was first detected in the Nelson Mandela Bay  metropolitan area of the Eastern Cape province of South Africa in October 2020,  which was reported by the country's health department on 18 December 2020.  Phylogeographic analysis suggests this variant emerged in the Nelson Mandela Bay already in July or August 2020.  A genomics team lead by the KwaZulu-Natal Research Innovation and Sequencing Platform  at the University of KwaZulu-Natal discovered the new variant.  It was uncovered by whole genome sequencing . Several genomic sequences from this lineage were submitted to the GISAID sequence database.  	3.1072788
The 501Y.V2 variant , also known as South African COVID-19 variant , is a variant of the SARS-CoV-2 , the virus that causes COVID-19 . It is one of several SARS-CoV-2 variants. It was first detected in the Nelson Mandela Bay  metropolitan area of the Eastern Cape province of South Africa . On 23 December 2020, the United Kingdom health minister Matt Hancock said that two people who had travelled from South Africa to the United Kingdom were infected with the 501.V2.  On 28 December, the variant was detected in two people in Switzerland  and one in Finland .  The United States reported its first cases of the variant in the U.S. state of South Carolina . 	Lineage B.1.351  is a variant of SARS-CoV-2 , the virus that causes COVID-19 . One of several SARS-CoV-2 variants believed to be of particular importance , it was first detected in the Nelson Mandela Bay  metropolitan area of the Eastern Cape province of South Africa in October 2020,  which was reported by the country's health department on 18 December 2020.  Phylogeographic analysis suggests this variant emerged in the Nelson Mandela Bay already in July or August 2020.  A genomics team lead by the KwaZulu-Natal Research Innovation and Sequencing Platform  at the University of KwaZulu-Natal discovered the new variant.  It was uncovered by whole genome sequencing . Several genomic sequences from this lineage were submitted to the GISAID sequence database.  	3.1072788
Somnolence  is a strong desire for sleep . It is also sleeping for unusually long periods. It can refer to the usual state before falling asleep. It can be accompanied by lethargy , weakness and difficulty thinking.  Sleepiness can be dangerous when performing tasks that require constant concentration, such as driving a vehicle .	Somnolence  is a state of strong desire for sleep , or sleeping for unusually long periods . It has distinct meanings and causes. It can refer to the usual state preceding falling asleep ,  the condition of being in a drowsy state due to circadian rhythm disorders, or a symptom of other health problems. It can be accompanied by lethargy , weakness, and lack of mental agility.  Somnolence is often viewed as a symptom rather than a disorder by itself. However, the concept of somnolence recurring at certain times for certain reasons constitutes various disorders, such as excessive daytime sleepiness , shift work sleep disorder , and others; and there are medical codes for somnolence as viewed as a disorder. Sleepiness can be dangerous when performing tasks that require constant concentration, such as driving a vehicle. When a person is sufficiently fatigued , microsleeps may be experienced. In individuals deprived of sleep, somnolence may spontaneously dissipate for short periods of time; this phenomenon is the second wind , and results from the normal cycling of the circadian rhythm interfering with the processes the body carries out to prepare itself to rest.	3.1069608
Dilation and Curettage  is a type of surgery used to diagnose and treat problems with woman's uterus . During a D&C, a doctor will do these things:  A D&C can be used for many reasons.  For example: 	Dilation  and curettage  refers to the dilation  of the cervix and surgical removal of part of the lining of the uterus and/or contents of the uterus by scraping and scooping . It is a gynecologic procedure used for diagnostic and therapeutic purposes, and is the most commonly used method for first trimester miscarriage or abortion .     D&C normally refers to a procedure involving a curette , also called sharp curettage .  However, some sources use the term D&C to refer to any procedure that involves the processes of dilation and removal of uterine contents, which includes the more common suction curettage procedures of manual and electric vacuum aspiration .  D&Cs may be performed in pregnant and non-pregnant patients, for different clinical indications.	3.1066134
Amyloidosis is a rare and serious disease that could be fatal that is caused by accumulation of proteins in the form of abnormal, insoluble fibres, known as amyloid fibrils, within the tissues of the body.   Amyloid deposits can be confined to only one part of the body or a single organ system in 'local amyloidosis' or they can be widely distributed in organs and tissues throughout the body in 'systemic amyloidosis'. The symptoms of amyloidosis are accordingly highly variable and confirmation of the presence of amyloid in the tissues can be challenging, so that diagnosis is often delayed. There are many different types of amyloidosis, each caused by formation of amyloid fibrils from different soluble precursor proteins in different patients.   About 30 different proteins are known to form amyloid fibrils in humans  and amyloidosis is named and classified according to the identity of the respective fibril protein.  Though this disease being rare, many famous people have died from this disease such as: Martin McGuinness , David Lange , Robert Jordan and Robert P. Casey .	Amyloidosis is a group of diseases in which abnormal proteins , known as amyloid fibrils , build up in tissue.  There are several types with varying symptoms; signs and symptoms may include diarrhea , weight loss, feeling tired, enlargement of the tongue, bleeding, numbness, feeling faint with standing , swelling of the legs, or enlargement of the spleen.  There are about 30 different types of amyloidosis, each due to a specific protein misfolding .  Some are genetic while others are acquired.  They are grouped into localized forms , and systemic ones.  The four most common types of systemic amyloidosis are light chain  , inflammation , dialysis-related , and hereditary and old age .  Diagnosis may be suspected when protein is found in the urine , organ enlargement is present, or problems are found with multiple peripheral nerves and it is unclear why.  Diagnosis is confirmed by tissue biopsy .  Due to the variable presentation, a diagnosis can often take some time to reach. 	3.1057322
Blood donation is when a person voluntarily gives blood, which can be used for blood transfusions or to make certain drugs . Blood banks store this blood. The blood can be used to help the victims of accidents , for example. Usually, the blood donor and the donated blood are tested for diseases which spread through the blood. These include various forms of Hepatitis , HIV and Syphilis . Usually a series of questions also need to be answered to make sure that there is no risk to the person donating. A special case of blood donation sometimes occurs before a medical operation that is dangerous. People donate their own blood, which can be used after the operation if they lose too much blood.	A blood donation occurs when a person voluntarily has blood drawn and used for transfusions and/or made into biopharmaceutical medications by a process called fractionation . Donation may be of whole blood, or of specific components directly . Blood banks often participate in the collection process as well as the procedures that follow it. Today in the developed world , most blood donors are unpaid volunteers who donate blood for a community supply. In some countries, established supplies are limited and donors usually give blood when family or friends need a transfusion .  Many donors donate for several reasons, such as a form of charity, general awareness regarding the demand for blood, increased confidence in oneself, helping a personal friend or relative, and social pressure.  Despite the many reasons that people donate, not enough potential donors actively donate.  However, this is reversed during disasters when blood donations increase, often creating an excess supply that will have to be later discarded.  However, in countries that allow paid donation some people are paid, and in some cases there are incentives other than money such as paid time off from work. People can also have blood drawn for their own future use . Donating is relatively safe, but some donors have bruising where the needle is inserted or may feel faint. Potential donors are evaluated for anything that might make their blood unsafe to use. The screening includes testing for diseases that can be transmitted by a blood transfusion, including HIV and viral hepatitis . The donor must also answer questions about medical history and take a short physical examination to make sure the donation is not hazardous to his or her health. How often a donor can donate varies from days to months based on what component they donate and the laws of the country where the donation takes place. For example, in the United States, donors must wait 56 days  between whole-blood donations but only seven days between platelet apheresis donations  and twice per seven-day period in plasmapheresis .	3.1046765
Gangliogliomas are tumors that start from groups of nerve cells  and grow in the brain . They are usually small and noncancerous, and they do not spread to other parts of the body. Gangliogliomas are rare tumors. Most gangliogliomas occur in children and young adults. Seizures , headache , vomiting , fatigue and weakness on one side of the body.	Ganglioglioma is a rare, slow-growing primary central nervous system  tumor which most frequently occurs in the temporal lobes of children and young adults.  Gangliogliomas are generally benign WHO grade I tumors ; the presence of anaplastic changes in the glial component is considered to represent WHO grade III . Criteria for WHO grade II have been suggested, but are not established. Malignant transformation of spinal ganglioglioma has been seen in only a select few cases.  Poor prognostic factors for adults with gangliogliomas include older age at diagnosis, male sex, and malignant histologic features. Histologically, ganglioglioma is composed of both neoplastic glial and ganglion cells which are disorganized, variably cellular, and non-infiltrative. Occasionally, it may be challenging to differentiate ganglion cell tumors from an infiltrating glioma with entrapped neurons. The presence of neoplastic ganglion cells forming abnormal clusters , the presence of binucleation and dysmorphic neurons are helpful clues favoring ganglioglioma over glioma. The glial component of ganglioglioma includes fibrillary astrocytes with varying degrees of cellular atypia . The neoplastic neuronal components are often clustered or irregularly oriented. Fibrovascular stroma confined to the neuronal component, perivascular lymphocytic infiltrates, and small foci of calcification are common, as is immunopositivity for synaptophysin , neuron-specific enolase, and chromogranin A . Elevated Ki-67 and p53 labeling index is associated with more aggressive tumor behavior in both children and adults with gangliogliomas. The rare occurrence of malignant transformation is confined to the glial cell population, and is characterized by increased cellularity and mitotic activity , endothelial proliferation, and necrosis.	3.098966
A fugue state   is a rare psychiatric disorder . It involves temporary loss of memory . It usually only lasts a short time , but can last months or longer. In a fugue state, the person not only forgets all about who they are, but may suddenly adopt a new identity . They may leave home and wander , settle in another area with a new name. Fugue occurs to avoid stress and anxiety . After the fugue state comes to an end, the person recovers the memories they lost, but usually forgets all that happened during the fugue.	Dissociative fugue , formerly fugue state or psychogenic fugue , is a dissociative disorder  and a rare psychiatric disorder characterized by reversible amnesia for personal identity, including the memories , personality , and other identifying characteristics of individuality . The state can last days, months or longer. Dissociative fugue usually involves unplanned travel or wandering and is sometimes accompanied by the establishment of a new identity. It is a facet of dissociative amnesia , according to the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders . After recovery from a fugue state, previous memories usually return intact, and further treatment is unnecessary. Additionally, an episode of fugue is not characterized as attributable to a psychiatric disorder if it can be related to the ingestion of psychotropic substances, to physical trauma, to a general medical condition, or to dissociative identity disorder ,  delirium , or dementia .  Fugues are precipitated by a series of long-term traumatic episodes. It is most commonly associated with childhood victims of sexual abuse who learn over time to dissociate memory of the abuse . Symptoms of a dissociative fugue include mild confusion and once the fugue ends, possible depression , grief, shame, and discomfort. People have also experienced a post-fugue anger .  Another symptom of the fugue state can consist of loss of one's identity. 	3.0978425
Sore throat or throat pain is pain in a person's throat . About 7.5% or ​ 3 ⁄ 40 of people have sore throat in any three-month period. Most of the time, it is caused by viral pharyngitis . It can also be caused by bad tonsils , trauma , strep throat , tumors , and other problems. Treatment varies with the different causes, but the painful symptoms can be helped with medicine such as cough drops or, in China , pear-syrup candy .	Sore throat , also known as throat pain , is pain or irritation of the throat . Sore throat is usually caused by a viral infection or a group A streptococcus  bacterial infection.  Other causes include pharyngitis , tonsillitis , or dehydration , which leads to the throat drying up. It can also result from trauma . The majority of sore throats are caused by a virus, for which antibiotics are not helpful.  A strong association between antibiotic misuse and antibiotic resistance has been shown.  For sore throat caused by bacteria , treatment with antibiotics may help the person get better faster, reduce the risk that the bacterial infection does not spread, prevent retropharyngeal abscesses and quinsy , and reduce the risk of other complications such as rheumatic fever and rheumatic heart disease .  In most developed countries , post-streptococcal diseases have become far less common. For this reason, awareness and public health initiatives to promote minimizing the use of antibiotics for viral infections has become the focus.  Approximately 35% of childhood sore throats and 5-25% of adults sore throats are caused by a bacterial infection from group A streptococcus.  Sore throats that are "non-group A streptococcus" are assumed to be caused by a viral infection. Sore throat is a common reason for people to visit their primary care doctors and the top reason for antibiotic prescriptions by primary care practitioners such as family doctors.  In the United States, about 1% of all visits to the hospital emergency department, physician office and medical clinics, and outpatient clinics are for sore throat . 	3.0946414
Antacids  are used to help stop indigestion .  People may get indigestion if they eat too much or if they have eaten too fast. With indigestion, the liquid in the stomach will become more acidic. Antacids will neutralise the acids. The reaction that is happening is called neutralisation . This is because the tablets are alkaline and the liquids in the stomach are acidic. This reaction between the stomach acids and the antacid will make the acid change into harmless substances such as water or salt. An example of an antacid is milk of magnesia . Side effects from taking antacids are rare, but can include both constipation and diarrhea .  They are also high in sodium so people with a heart condition on a low salt diet should ask their doctor before taking them. 	An antacid is a substance which neutralizes stomach acidity and is used to relieve heartburn , indigestion or an upset stomach.  Some antacids have been used in the treatment of constipation and diarrhea .  Currently marketed antacids contain salts of aluminum , calcium , magnesium , or sodium .  Some preparations contain a combination of two salts, such as magnesium carbonate and aluminum hydroxide .  Antacids are available over the counter and are taken by mouth to quickly relieve occasional heartburn , the major symptom of gastroesophageal reflux disease and indigestion . Treatment with antacids alone is symptomatic and only justified for minor symptoms.  Alternative uses for antacids include constipation, diarrhea,  hyperphosphatemia, and urinary alkalization.  Some antacids are also used as an adjunct to pancreatic enzyme replacement therapy in the treatment of pancreatic insufficiency .  Non-particulate antacids  increase gastric pH with little or no effect on gastric volume, and therefore may see some limited use in pre-operative procedures. Sodium citrate should be given within 1 hour of surgery to be the most effective. 	3.0913465
Social distancing , also less confusingly called physical distancing is one way to help stop the spread of infection from viruses and bacteria between people. The goal is to lower the chance for an infection to spread from person to person. This can reduce the number of infected people at one time, which lowers the burden on health care. By lowering the number of people who get sick, lives can also be saved.   Social distancing works for infections that are spread by droplets , physical contact, contaminated surfaces, or in the air.  Social distancing does not work well for infections that are spread through food, water, or insects.  Types of social distancing are: All of these may have negative effects on people.    However, these may be preferred to the effects of a specific disease.	In public health, social distancing , also called physical distancing ,    is a set of non-pharmaceutical interventions or measures intended to prevent the spread of a contagious disease by maintaining a physical distance between people and reducing the number of times people come into close contact with each other.   It usually involves keeping a certain distance from others  and avoiding gathering together in large groups.   By minimising the probability that a given uninfected person will come into physical contact with an infected person, the disease transmission can be suppressed, resulting in fewer deaths .  The measures may be used in combination with others, such as good respiratory hygiene , face masks and hand washing .   To slow down the spread of infectious diseases and avoid overburdening healthcare systems, particularly during a pandemic , several social-distancing measures are used, including the closing of schools and workplaces, isolation , quarantine , restricting the movement of people and the cancellation of mass gatherings .   Drawbacks of social distancing can include loneliness , reduced productivity and the loss of other benefits associated with human interaction . 	3.086641
Amphetamine mixed salts  is a medication used in the treatment of attention-deficit hyperactivity disorder  and narcolepsy .  It is sold under the brand name Adderall . The drug contains a mixture of the salts of amphetamine and dextroamphetamine . Both of these salts act as stimulants . The drug therefore helps people stay alert and concentrate on what they are doing. The downside of this medication is decreased fatigue, and decreased appetite. The sustained-release  formulation is sold under the brand name Adderall XR. This formulation is designed to provide therapeutic effect and plasma concentrations. This is the same as taking two doses 4 hours apart.  The normal dosage of Adderall XR is 20 milligrams. Adderall is a DEA Schedule II controlled substances. Its Schedule II status indicates its potential for abuse and dependence. While it does have medicinal use, abuse of the drug may lead to an addiction, clinically termed a stimulant use disorder. 	Adderall and Mydayis  are trade names  for a combination drug containing four salts of amphetamine . The mixture is composed of equal parts racemic amphetamine and dextroamphetamine , which produces a  ratio between dextroamphetamine and levoamphetamine , the two enantiomers of amphetamine. Both enantiomers are stimulants , but differ enough to give Adderall an effects profile distinct from those of racemic amphetamine or dextroamphetamine,   which are marketed as Evekeo and Dexedrine/Zenzedi, respectively.    Adderall is used in the treatment of attention deficit hyperactivity disorder  and narcolepsy . It is also used as an athletic performance enhancer , cognitive enhancer , appetite suppressant , and recreationally as an aphrodisiac and euphoriant . It is a central nervous system  stimulant of the phenethylamine class .  Adderall is generally well tolerated and effective in treating the symptoms of ADHD and narcolepsy. At therapeutic doses, Adderall causes emotional and cognitive effects such as euphoria , change in sex drive , increased wakefulness , and improved cognitive control . At these doses, it induces physical effects such as a faster reaction time, fatigue resistance, and increased muscle strength. In contrast, much larger doses of Adderall can impair cognitive control, cause rapid muscle breakdown , provoke panic attacks , or induce a psychosis . The side effects of Adderall vary widely among individuals, but most commonly include insomnia , dry mouth , loss of appetite , and weight loss . The risk of developing an addiction or dependence is insignificant when Adderall is used as prescribed at fairly low daily doses, such as those used for treating ADHD; however, the routine use of Adderall in larger daily doses poses a significant risk of addiction or dependence due to the pronounced reinforcing effects that are present at high doses. Recreational doses of amphetamine are generally much larger than prescribed therapeutic doses , and carry a far greater risk of serious adverse effects. 	3.0857055
Autotransplantation is transplanting tissues from one part of the body to another part of the same person. Skin grafts are a common example. Another example: a piece of bone  is removed and ground into a paste when reconstructing another portion of bone.	Autotransplantation is the transplantation of organs , tissues , or even particular proteins from one part of the body to another in the same person . The autologous tissue  transplanted by such a procedure is called an autograft or autotransplant .  It is contrasted with allotransplantation , Syngeneic transplantation  and xenotransplantation .	3.0836666
The Diagnostic and Statistical Manual of Mental Disorders   is a guide to grouping mental disorders . It is published by the American Psychiatric Association . It is used in the United States and around the world by doctors , researchers, health insurance companies, companies which make medicine, and others. There have been five revisions since it was first published in 1952. Each time, more mental disorders were added, although some have been removed and are no longer seen as mental disorders. An example of this is homosexuality. The manual was developed from systems for collecting census and psychiatric hospital statistics , and from a manual written by the US Army . A lot of changes were made to it in 1980. The last time it was greatly changed was the fourth edition , published in 1994, but small changes to text were made in a 2000 version. The fifth edition  was published May 2013. The DSM has been criticized for being too influenced by the drug industry. The International Statistical Classification of Diseases and Related Health Problems , ICD, has a section about mental and behavioral disorders which is different from the DSM. The ICD, not the DSM, is the system used by the United States government. 	The Diagnostic and Statistical Manual of Mental Disorders  is a publication by the American Psychiatric Association  for the classification of mental disorders using a common language and standard criteria. It is used - mainly in the USA - by clinicians, researchers, psychiatric drug regulation agencies, health insurance companies, pharmaceutical companies , the legal system, and policymakers. The DSM evolved from systems for collecting census and psychiatric hospital statistics, as well as from a United States Army manual. Revisions since its first publication in 1952 have incrementally added to the total number of mental disorders , while removing those no longer considered to be mental disorders.	3.0820744
Fluoxetine hydrochloride is an antidepressant medication . It is used as a drug against various illnesses, like depression , obsessive-compulsive disorder , Panic disorder , and other illnesses. Fluoxetine is a one of a group of antidepressants called selective serotonin reuptake inhibitors . It is commonly known as Prozac . There are newer drugs available to treat these conditions. Nevertheless, it remains very popular. Over 23.1 million prescriptions for fluoxetine were filled in the United States in 2006. This makes it the third most prescribed antidepressant. 	Fluoxetine , sold under the brand names Prozac and Sarafem among others, is an antidepressant of the selective serotonin reuptake inhibitor  class.  It is used for the treatment of major depressive disorder , obsessive–compulsive disorder , bulimia nervosa , panic disorder , and premenstrual dysphoric disorder .  It is also approved for treatment of major depressive disorder in adolescents and children 8 years of age and over.  It has also been used to treat premature ejaculation .  Fluoxetine is taken by mouth .  Common side effects include indigestion, trouble sleeping, sexual dysfunction, loss of appetite, dry mouth, and  rash. Serious side effects include serotonin syndrome , mania , seizures , an increased risk of suicidal behavior in people under 25 years old, and an increased risk of bleeding.  Discontinuation syndrome is less likely to occur with fluoxetine than with other antidepressants, but it still happens in many cases. Fluoxetine taken during pregnancy is associated with significant increase in congenital heart defects in the newborns.   It has been suggested that fluoxetine therapy may be continued during breastfeeding if it was used during pregnancy or if other antidepressants were ineffective.  Its mechanism of action is unknown, but some hypothesize that it is related to serotonin activity in the brain.	3.0819902
Amnesia is a what doctors call a loss or disturbance of memory . It is a loss of memory, that is to say, a person cannot remember certain things. Amnesia can be caused when someone has brain damage , a disease or when something really stressful happens. There are two "main types": The fact that adults usually cannot remember events that occurred in early childhood is called "infantile amnesia". It is attributed to the development of the brain or that of the child. It is not seen as a form of amnesia comparable to the other types. There are three main categories in which amnesia can happen to a person.	Amnesia is a deficit in memory caused by brain damage or disease,  but it can also be caused temporarily by the use of various sedatives and hypnotic drugs . The memory can be either wholly or partially lost due to the extent of damage that was caused.  There are two main types of amnesia: retrograde amnesia and anterograde amnesia . Retrograde amnesia is the inability to retrieve information that was acquired before a particular date, usually the date of an accident or operation.  In some cases the memory loss can extend back decades, while in others the person may lose only a few months of memory. Anterograde amnesia is the inability to transfer new information from the short-term store into the long-term store. People with anterograde amnesia cannot remember things for long periods of time. These two types are not mutually exclusive; both can occur simultaneously.  Case studies also show that amnesia is typically associated with damage to the medial temporal lobe . In addition, specific areas of the hippocampus  are involved with memory. Research has also shown that when areas of the diencephalon are damaged, amnesia can occur. Recent studies have shown a correlation between deficiency of RbAp48 protein and memory loss . Scientists were able to find that mice with damaged memory have a lower level of RbAp48 protein compared to normal, healthy mice.   In people suffering with amnesia, the ability to recall immediate information is still retained,     and they may still be able to form new memories. However, a severe reduction in the ability to learn new material and retrieve old information can be observed. Patients can learn new procedural knowledge. In addition, priming  can assist amnesiacs in the learning of fresh non-declarative knowledge.  Amnesic patients also retain substantial intellectual, linguistic, and social skill despite profound impairments in the ability to recall specific information encountered in prior learning episodes.   	3.0808914
Childbed fever is an bacterial infection of the female reproductive tract, which occurs after a woman has given birth or after a miscarriage . It is also known as postpartum infection , or puerperal fever . In the developed world, it affects about one to two percent of all births. It can develop into a life-threatening sepsis . Cesarean section is one of the risk factors. For this reason, all women undergoing a Cesarean section receive antibiotics .	Postpartum infections , also known as childbed fever and puerperal fever , are any bacterial infections of the female reproductive tract following childbirth or miscarriage .  Signs and symptoms usually include a fever greater than 38.0 °C , chills, lower abdominal pain, and possibly bad-smelling vaginal discharge .  It usually occurs after the first 24 hours and within the first ten days following delivery.  The most common infection is that of the uterus and surrounding tissues known as puerperal sepsis , postpartum metritis , or postpartum endometritis .   Risk factors include Caesarean section , the presence of certain bacteria such as group B streptococcus in the vagina, premature rupture of membranes , multiple vaginal exams , manual removal of the placenta , and prolonged labour among others.   Most infections involve a number of types of bacteria.  Diagnosis is rarely helped by culturing of the vagina or blood.  In those who do not improve, medical imaging may be required.  Other causes of fever following delivery include breast engorgement , urinary tract infections , infections of an abdominal incision or an episiotomy , and atelectasis .   Due to the risks following Caesarean section, it is recommended that all women receive a preventive dose of antibiotics such as ampicillin around the time of surgery.  Treatment of established infections is with antibiotics, with most people improving in two to three days.  In those with mild disease, oral antibiotics may be used; otherwise intravenous antibiotics are recommended.  Common antibiotics include a combination of ampicillin and gentamicin following vaginal delivery or clindamycin and gentamicin in those who have had a C-section.  In those who are not improving with appropriate treatment, other complications such an abscess should be considered. 	3.0805879
Physical dependence is a term used in medicine : If a drug is taken regularly, a certain level of tolerance may have developed. Abruptly stopping to use the drug will cause drug withdrawal symptoms. If the drug has been taken for a longer period of time, or the dosage was higher, the withdrawal symptoms will be more severe. Well known drugs with withdrawal symptoms include opioids , alcohol , and may of the drugs knownn as neuroleptics .	Physical dependence is a physical condition caused by chronic use of a tolerance -forming drug, in which abrupt or gradual drug withdrawal causes unpleasant physical symptoms.   Physical dependence can develop from low-dose therapeutic use of certain medications such as benzodiazepines, opioids, antiepileptics and antidepressants, as well as the recreational misuse of drugs such as alcohol, opioids and benzodiazepines. The higher the dose used, the greater the duration of use, and the earlier age use began are predictive of worsened physical dependence and thus more severe withdrawal syndromes. Acute withdrawal syndromes can last days, weeks or months. Protracted withdrawal syndrome, also known as post-acute-withdrawal syndrome or "PAWS", is a low-grade continuation of some of the symptoms of acute withdrawal, typically in a remitting-relapsing pattern, often resulting in relapse and prolonged disability of a degree to preclude the possibility of lawful employment. Protracted withdrawal syndrome can last for months, years, or depending on individual factors, indefinitely. Protracted withdrawal syndrome is noted to be most often caused by benzodiazepines .  To dispel the popular misassociation with addiction, physical dependence to medications is sometimes compared to dependence on insulin by persons with diabetes.  Physical dependence can manifest itself in the appearance of both physical and psychological symptoms which are caused by physiological adaptions in the central nervous system and the brain due to chronic exposure to a substance. Symptoms which may be experienced during withdrawal or reduction in dosage include increased heart rate and/or blood pressure, sweating, and tremors.  More serious withdrawal symptoms such as confusion , seizures , and visual hallucinations indicate a serious emergency and the need for immediate medical care. Sedative hypnotic drugs such as alcohol , benzodiazepines , and barbiturates are the only commonly available substances that can be fatal in withdrawal due to their propensity to induce withdrawal convulsions. Abrupt withdrawal from other drugs, such as opioids can cause an extremely painful withdrawal that is very rarely fatal in patients of general good health and with medical treatment, but is more often fatal in patients with weakened cardiovascular systems; toxicity is generally caused by the often-extreme increases in heart rate and blood pressure , or due to arrhythmia due to electrolyte imbalance caused by the inability to eat, and constant diarrhea and vomiting  associated with acute opioid withdrawal, especially in longer-acting substances where the diarrhea and emesis can continue unabated for weeks, although life-threatening complications are extremely rare, and nearly non-existent with proper medical management. Treatment for physical dependence depends upon the drug being withdrawn and often includes administration of another drug, especially for substances that can be dangerous when abruptly discontinued or when previous attempts have failed.  Physical dependence is usually managed by a slow dose reduction over a period of weeks, months or sometimes longer depending on the drug, dose and the individual.  A physical dependence on alcohol is often managed with a cross tolerant drug, such as long acting benzodiazepines to manage the alcohol withdrawal symptoms.	3.0724864
A diuretic is a chemical substance. This substance is either in a herb , or it has been separated and made into a drug . Diuretics increase the amount of urine that is secreted from the body. Diuretics are used as a treatment for heart failure , liver cirrhosis , hypertension and certain problems with the kidneys . Diuretics are often abused by people suffering form bulimia nervosa as a way to lose weight. Well-known substances that have diuretic properties are tea , coffee and alcohol .	A diuretic  is any substance that promotes diuresis , the increased production of urine . This includes forced diuresis . There are several categories of diuretics. All diuretics increase the excretion of water from bodies, although each class does so in a distinct way. Alternatively, an antidiuretic , such as vasopressin , is an agent or drug which reduces the excretion of water in urine. In medicine , diuretics are used to treat heart failure , liver cirrhosis , hypertension , influenza , water poisoning , and certain kidney diseases . Some diuretics, such as acetazolamide , help to make the urine more alkaline and are helpful in increasing excretion of substances such as aspirin in cases of overdose or poisoning. Diuretics are sometimes abused by people with an eating disorder , especially people with bulimia nervosa , with the goal of losing weight. The antihypertensive actions of some diuretics  are independent of their diuretic effect.   That is, the reduction in blood pressure is not due to decreased blood volume resulting from increased urine production , but occurs through other mechanisms and at lower doses than that required to produce diuresis . Indapamide was specifically designed with this in mind, and has a larger therapeutic window for hypertension  than most other diuretics.	3.0724223
Abdominal obesity , also called central body obesity , is a condition involving excess fat surrounding the abdomen and an increase in waist size in humans. Obesity in this area is linked to Type 2 Diabetes ,  insulin resistance and heart disease in humans of both genders.	Abdominal obesity , also known as central obesity and truncal obesity , is a condition when excessive abdominal fat around the stomach and abdomen has built up to the extent that it is likely to have a negative impact on health. Abdominal obesity has been strongly linked to cardiovascular disease ,  Alzheimer's disease , and other metabolic and vascular diseases .  Visceral and central abdominal fat and waist circumference show a strong association with type 2 diabetes .  Visceral fat , also known as organ fat or intra-abdominal fat , is located inside the peritoneal cavity , packed in between internal organs and torso , as opposed to subcutaneous fat , which is found underneath the skin , and intramuscular fat , which is found interspersed in skeletal muscle . Visceral fat is composed of several adipose depots including mesenteric , epididymal white adipose tissue , and perirenal fat . An excess of adipose visceral fat is known as central obesity, the "pot belly" or "beer belly" effect, in which the abdomen protrudes excessively. This body type is also known as "apple shaped", as opposed to "pear shaped" in which fat is deposited on the hips and buttocks.	3.0696003
Gastric bypass surgery is a surgery in which the stomach is divided and the gastrointestinal tract is redirected. The surgery is performed on people who have morbid obesity or have type 2 diabetes , high blood pressure or other weight-related health problems. As with all surgery, problems may occur. Some people could die after having the surgery. Gastric bypass surgery can be done using methods that make only small incisions  into the abdomen . It is one of the most difficult surgeries to perform that way. Advantages of using those methods include that patients don't have to stay in the hospital as long, they have less pain, it doesn't take as long to recover, and the scars are smaller. 	Gastric bypass surgery refers to a technique in which the stomach is divided into a small upper pouch and a much larger lower "remnant" pouch and then the small intestine is rearranged to connect to both. Surgeons have developed several different ways to reconnect the intestine, thus leading to several different gastric bypass procedures . Any GBP leads to a marked reduction in the functional volume of the stomach, accompanied by an altered physiological and physical response to food. The operation is prescribed to treat morbid obesity , type 2 diabetes , hypertension , sleep apnea , and other comorbid conditions. Bariatric surgery is the term encompassing all of the surgical treatments for morbid obesity, not just gastric bypasses, which make up only one class of such operations. The resulting weight loss, typically dramatic, markedly reduces comorbidities. The long-term mortality rate of gastric bypass patients has been shown to be reduced by up to 40%.   As with all surgery, complications may occur.  A study from 2005 to 2006 revealed that 15% of patients experience complications as a result of gastric bypass, and 0.5% of patients died within six months of surgery due to complications. 	3.0686133
