Simple	English	semantic-similarity
The relationship between a doctor and a patient is a very important part of medicine . Only when there is a good relationship between the two is it possible to have high-quality healthcare . This relationship is also at the base of medical ethics . Many medical schools teach the doctors to be to keep a professional relationship with their patients, to respect the patients' dignity and privacy . This relationship has asymmetric information though. The doctor knows more than the patient, but has to explain the patient's situation, and has to ask the patient what treatments should be done. There is a very similar relationship between the patient and nurses , psychologists . There are different legal norms that regulate this relationship. Examples of such norms are the Hippocratic oath , the Declaration of Geneva . Professional responsibility may also govern such a relationship. Ideally, patient and doctor trust each other. If they do, this can have a positive influence on the development of disease or condition. Healing can be hindered if the patient does not take the prescribed drugs , of if these drugs are not taken in the doses prescribed.	A doctor-patient relationship is a complex relationship between a doctor and a patient . This relationship is formed when a doctor attends to a patient's medical needs and is usually through consent.  This unique relationship is built on trust, respect, communication, and a common understanding of both the doctor and patients' sides. The trust aspect of this relationship goes both ways, the doctor trusts the patient to reveal any information that may be relevant to the case and in turn, the patient trusts the doctor to respect their privacy and not disclose this information to outside parties. An important dynamic of this relationship is that the doctor is bonded by oath to follow certain ethical guidelines  whereas the patient is not.   It is important to remember that the doctor–patient relationship is a central part of health care and the practice of medicine . Additionally, the healthiness of a doctor-patient relationship is essential to keep the quality of the patient's healthcare high as well as to ensure that the doctor is functioning at their optimum. In more recent times healthcare has become more patient-centered and this has brought a new dynamic to this ancient relationship. A patient must have confidence in the competence of their physician and must feel that they can confide in him or her. For most physicians, the establishment of good rapport with a patient is important.  Some medical specialties, such as psychiatry and family medicine , emphasize the physician–patient relationship more than others, such as pathology or radiology , which have very little contact with patients. The quality of the patient–physician relationship is important to both parties. The doctor and patient's values and perspectives about disease, life, and time available play a role in building up this relationship. A strong relationship between the doctor and patient may lead to frequent, freely-offered quality information about the patient's disease and as a result, better healthcare for the patient and their family. Enhancing both the accuracy of the diagnosis and the patient's knowledge about the disease contributes to a good relationship between the doctor and the patient.  In a poor doctor-patient relationship, the physician's ability to make a full assessment may be compromised and the patient may be more likely to distrust the diagnosis and proposed treatment. The downstream effects of this mistrust may include decreased patient adherence to the physician's medical advice , which could result in poorer health outcomes for the patient. In these circumstances, and also in cases where there is genuine divergence of medical opinions, a second opinion from another physician may be sought, or the patient may choose to go to another physician that they trust more. Additionally, the benefits of any placebo effect are also based upon the patient's subjective assessment  of the physician's credibility and skills. 	2.7519464
Delirium is a medical term. The condition is also known as acute confusional state . Doctors use it to describe patients who have lost parts or all of their ability to focus attention. People who suffer from it  may also have problems to concentrate, or to remember things or  other people. Delirium is a medical symptom . It is not a disease. A delirium can have many causes. The most common ones include: There are several definitions of what constitutes a delirium, but in general, the following is true: Deliria are often treated with special drugs , called antipsychotics .	Delirium , also known as acute confusional state , is the organically caused decline from a previous baseline mental functioning that develops over a short period of time, typically hours to days.   Delirium is a syndrome encompassing disturbances in attention, consciousness, and cognition. It may also involve other neurological deficits, such as psychomotor disturbances , impaired sleep-wake cycle, emotional disturbances, and perceptual disturbances , although these features are not required for diagnosis. Delirium is caused by an acute organic process , which is a physically identifiable structural, functional, or chemical problem in the brain that may arise from a disease process outside the brain that nonetheless affects the brain. It may result from an underlying disease process , side effect of a medication, withdrawal from drugs, over-consumption of alcohol , usage of hallucinogenic deliriants , or from any number of factors affecting one's overall health . In contrast, fluctuations in mental status/function due to changes in primarily psychiatric processes or diseases  do not, by definition, meet the criteria for 'delirium.'  Delirium may be difficult to diagnose without the proper establishment of a person's usual mental function. Without careful assessment and history, delirium can easily be confused with a number of psychiatric disorders or chronic organic brain syndromes because of many overlapping signs and symptoms in common with dementia , depression , psychosis , etc.  Delirium may manifest from a baseline of existing mental illness, baseline intellectual disability, or dementia, without being due to any of these problems.	2.7502444
Erotomania is a delusional disorder in which the subject has a delusion that a particular person is deeply in love with them; lack of response is rationalized, and pursuit and harassment may occur.	Erotomania is listed in the DSM-5 as a subtype of a delusional disorder .  It is a relatively uncommon paranoid condition that is characterized by an individual's delusions of another person being infatuated with them.  This disorder is most often seen  in female patients who are shy, dependent and sexually inexperienced. The object of the delusion is typically a male who is unattainable due to high social or financial status, marriage or disinterest.   The object of obsession may also be imaginary, deceased or someone the patient has never met. Delusions of reference are common, as the erotomanic individual often perceives that they are being sent messages from the secret admirer through innocuous events such as seeing license plates from specific states, but has no research development proof.  Commonly, the onset of erotomania is sudden, and the course is chronic.  Erotomania is more common in women, but men are more likely to exhibit violent and stalker -like behaviors.  The core symptom of the disorder is that the sufferer holds an unshakable belief that another person is secretly in love with them. In some cases, the sufferer may believe several people at once are "secret admirers". Most commonly, the individual has delusions of being loved by an unattainable person who is usually an acquaintance or someone the person has never met. The sufferer may also experience other types of delusions concurrently with erotomania, such as delusions of reference, wherein the perceived admirer secretly communicates their love by subtle methods such as body posture, arrangement of household objects, colors, license plates on cars from specific states, and other seemingly innocuous acts . Some delusions may be extreme such as the conception, birth, and kidnapping of children that never existed. The delusional objects may be replaced by others over time, and some may be chronic in fixed forms.  Denial is characteristic with this disorder as the patients do not accept the fact that their object of delusion may be married, unavailable, or uninterested. The phantom lover may also be imaginary or deceased. Erotomania has two forms: primary and secondary. Primary erotomania is also commonly referred to as de Clerambault's syndrome and Old Maid's Insanity  and it exists alone without comorbidities , has a sudden onset and a chronic outcome.  The secondary form is found along with mental disorders like paranoid schizophrenia, often includes persecutory delusions , hallucinations , and grandiose ideas, and has a more gradual onset.  Patients with a "fixed" condition are more seriously ill with constant delusions and are less responsive to treatment. These individuals are usually timid, dependent women that are often sexually inexperienced.  In those with a more mild, recurrent condition, delusions are shorter-lived and the disorder can exist undetected by others for years.  Problematic behaviors include actions like calling, sending letters and gifts, making unannounced house visits and other persistent stalking behaviors. 	2.748474
Anxiolytics are drugs that are used for the treatment of anxiety , and anxiety-related disorders .  The common drugs can be classified: In addition to these drug classes, there are also certain plants that have such properties. Many of the drugs listed above have side-effects . For this reason, they are only available on prescription . Certain forms of therapy have also been used to treat anxiety disorders. Anxiolytics are said to act on key biochemical messengers in the brain and eventually decrease the abnormal excitability. The biochemical messengers or binding sites are unevenly distributed in the brain, and also said to be associated with a GABA receptor and a chloride channel.  	An anxiolytic   is a medication, or other intervention, that reduces anxiety . This effect is in contrast to anxiogenic agents, which increase anxiety.  Anxiolytic medications have been used for the treatment of anxiety disorder and its related psychological and physical symptoms. Light therapy and other interventions have also been found to have an anxiolytic effect.  Beta-receptor blockers such as propranolol and oxprenolol are sometimes used to combat the somatic symptoms of anxiety such as tachycardia and palpitations . 	2.7323072
An emergency medical dispatcher is a person who answers telephone calls to the emergency medical services and sends out the ambulances . For each call they much decide if an ambulance is needed and which one should be sent. They also help the caller with their problems until the ambulance arrives.	An emergency medical dispatcher is a professional telecommunicator , tasked with the gathering of information related to medical emergencies, the provision of assistance and instructions by voice, prior to the arrival of emergency medical services , and the dispatching and support of EMS resources responding to an emergency call. The term "emergency medical dispatcher" is also a certification level and a professional designation, certified through the Association of Public-Safety Communications Officials-International   and the International Academies of Emergency Dispatch.  Many dispatchers, whether certified or not, will dispatch using a standard emergency medical dispatch protocol. Dispatchers have always played an essential role of emergency medical services . At its most basic, the role of the dispatcher has been to identify the problem and the location of the patient, and then identify an ambulance that can be sent to the location. Prior to the professionalization of emergency medical services, this step in the process was often informal; the caller would simply call the local ambulance service, the telephone call would be answered , the location and problem information would be gathered, and an ambulance assigned to complete the task. The ambulance would then complete the call, return to the station, and wait for the next telephone call. Although earlier experiments with the use of radio communication in ambulances did occur, it was not until the 1950s that the use of radio dispatch became widespread in the United States and Canada. Indeed, during the 1950s the presence of radio dispatch was often treated as marketing inducement, and was prominently displayed on the sides of ambulances, along with other technological advances, such as carrying oxygen . Dispatch methodology was often determined by the business arrangements of the ambulance company. If the ambulance were under contract to the town, it might be dispatched as an 'add-on' to the fire department or police department resources. In some cases, it might be under contract to the local hospital, and dispatched from there. In many cases, small independent ambulance companies were simply dispatched by a family member or employee, employed part-time in many cases. Ambulance dispatchers required little in the way of qualifications, apart from good telephone manners and a knowledge of the local geography.	2.720002
In September and October 2020, multiple people at the White House tested positive for SARS-CoV-2 , the virus that causes COVID-19 . On September 16, it was reported that at least one unnamed staffer had tested positive.  On October 1, President Donald Trump , his wife Melania Trump , press advisor Hope Hicks , presidential campaign manager Bill Stepien , and former White House counselor Kellyanne Conway tested positive for the coronavirus.     Claudia Conway, the daughter of Kellyanne Conway, announced on Oct 4 that she had tested positive as well.  On October 5, White House Press Secretary Kayleigh McEnany announced she had also tested positive.  Trump tested positive days after the first presidential debate against Joe Biden in Cleveland, Ohio . Around eleven people tested positive who worked at the debates in Cleveland.  Some of Trump's personal aides who prepared him for the debates also tested positive. 	The White House COVID-19 outbreak was a cluster of SARS-CoV-2 infections that began in September 2020 and ended in January 2021 that spread among people, including many U.S. government officials, who were in close contact during the COVID-19 pandemic in Washington, D.C. Numerous high-profile individuals were infected, including President Donald Trump , who was hospitalized for three days.  At least 48 White House staff members or associates, closely working with White House personnel, tested positive for the virus.    The White House resisted efforts to engage in contact tracing , leaving it unclear how many people were infected in total and what the origins of the spread were. 	2.7177968
In September and October 2020, multiple people at the White House tested positive for SARS-CoV-2 , the virus that causes COVID-19 . On September 16, it was reported that at least one unnamed staffer had tested positive.  On October 1, President Donald Trump , his wife Melania Trump , press advisor Hope Hicks , presidential campaign manager Bill Stepien , and former White House counselor Kellyanne Conway tested positive for the coronavirus.     Claudia Conway, the daughter of Kellyanne Conway, announced on Oct 4 that she had tested positive as well.  On October 5, White House Press Secretary Kayleigh McEnany announced she had also tested positive.  Trump tested positive days after the first presidential debate against Joe Biden in Cleveland, Ohio . Around eleven people tested positive who worked at the debates in Cleveland.  Some of Trump's personal aides who prepared him for the debates also tested positive. 	The White House COVID-19 outbreak was a cluster of SARS-CoV-2 infections that began in September 2020 and ended in January 2021 that spread among people, including many U.S. government officials, who were in close contact during the COVID-19 pandemic in Washington, D.C. Numerous high-profile individuals were infected, including President Donald Trump , who was hospitalized for three days.  At least 48 White House staff members or associates, closely working with White House personnel, tested positive for the virus.    The White House resisted efforts to engage in contact tracing , leaving it unclear how many people were infected in total and what the origins of the spread were. 	2.7177968
The human microbiome  is the collection of microorganisms which live on us. They live on the skin, in the saliva and mouth, in the eyes, and in the gut and the rest of the gastrointestinal tract . They include bacteria , archaea , fungi and single- celled eukaryotes .  Everyone carries around far more of these microbes than the number of human cells in the body. The human body has about 100 trillion cells , and carries about ten times as many microorganisms in the intestines alone .     The microbiome is "the ecological community of commensal , symbiotic , and pathogenic microorganisms that literally share our body space".   The term was originally coined by Joshua Lederberg . He thought the microorganisms living in the human body in health and disease were important. Many scientific articles distinguish "microbiome" and " microbiota " to describe either the collective genomes of the microorganisms that live in an environmental niche or the microorganisms themselves, respectively.    However, by the original definitions these terms are largely synonymous . Some of these organisms are useful for humans. However, most have no known effect. They are just symbionts : they live with us. Those which are expected to be present are members of the normal flora . Under normal circumstances they do not cause disease, but may even help our health. Studies in 2009 asked whether our health is damaged if we reduce this biota.  This is certainly the case with gut flora .  Although "flora" refers to plants rather than bacteria, the term 'gut flora' is widely used and familiar to biologists. ' Biota ' refers to the total collection of organisms in an ecosystem . The term 'microbiota' is best for bacteria and other microorganisms, but no doubt 'flora' will often be used.	The human microbiome is the aggregate of all microbiota that reside on or within human tissues and biofluids along with the corresponding anatomical sites in which they reside,  including the skin, mammary glands, seminal fluid, uterus, ovarian follicles, lung, saliva, oral mucosa , conjunctiva , biliary tract , and gastrointestinal tract . Types of human microbiota include bacteria , archaea , fungi , protists and viruses . Though micro-animals can also live on the human body, they are typically excluded from this definition. In the context of genomics , the term human microbiome is sometimes used to refer to the collective genomes of resident microorganisms;  however, the term human metagenome has the same meaning.  Humans are colonized by many microorganisms, with approximately the same order of magnitude of non-human cells as human cells.  Some microorganisms that colonize humans are commensal , meaning they co-exist without harming humans; others have a mutualistic relationship with their human hosts.  : 700  Conversely, some non- pathogenic microorganisms can harm human hosts via the metabolites they produce, like trimethylamine , which the human body converts to trimethylamine N-oxide via FMO3 -mediated oxidation.   Certain microorganisms perform tasks that are known to be useful to the human host but the role of most of them is not well understood. Those that are expected to be present, and that under normal circumstances do not cause disease, are sometimes deemed normal flora or normal microbiota . 	2.710617
Depressants are a group of drugs that depress or slow down the activity of certain areas of the brain .  Functionally, depressants counter the effects of stimulants , which increase brain activity. Drugs of the depressant type are widely used around the world, as prescription drugs.  They can help with the following: Among the big groups of depressants are:	A depressant , or central depressant , is a drug that lowers neurotransmission levels, which is to depress or reduce arousal or stimulation , in various areas of the brain.  Depressants are also occasionally referred to as "downers" as they lower the level of arousal when taken. Stimulants or "uppers" increase mental and/or physical function, hence the opposite drug class of depressants is stimulants, not antidepressants . Depressants are widely used throughout the world as prescription medicines and as illicit substances . Alcohol is a very prominent depressant. Alcohol can be and is more likely to be a large problem among teenagers and young adults. When depressants are used, effects often include ataxia , anxiolysis , pain relief , sedation or somnolence , and cognitive / memory impairment , as well as in some instances euphoria , dissociation , muscle relaxation , lowered blood pressure or heart rate , respiratory depression , and anticonvulsant effects. Depressants also act to produce anesthesia . Cannabis may sometimes be considered a depressant due to one of its components, cannabidiol . The latter is known to treat insomnia, anxiety and muscle spasms similar to other depressive drugs. However, tetrahydrocannabinol , another component, may slow brain function to a small degree while reducing reaction to stimuli, it is generally considered to be a stimulant and main psychoactive agent to sometimes cause anxiety , panic and psychosis instead. Other depressants can include drugs like Xanax  and a number of opiates . Depressants exert their effects through a number of different pharmacological mechanisms, the most prominent of which include facilitation of GABA , and inhibition of glutamatergic or monoaminergic activity. Other examples are chemicals that modify the electrical signaling inside the body, the most prominent of these being bromides and body blockers .	2.7032855
A hospice is a type of medical treatment that helps take care of people who are very sick and have an illness that they will not be able to heal from. Many people staying in hospices have cancer or AIDS .  People who stay in hospices are expected to die soon, but sometimes they get better. Hospices are different from other medicinal treatments because they mostly try to make people feel better instead of trying to cure them. Hospice tries to allow people to die with as little pain as possible. Hospices have doctors , nurses , and other people who go to patients houses, nursing homes and hospitals to talk to people who want to use hospice medicine. The Hospice movement was started in England in the 1950s by a nurse named Dame Cicely Saunders.  The word Dame at the start of her name means that she did such good work starting hospices that the Queen of England made her a female knight . A different nurse named Florence Wald brought hospice medicine to the United States because she worked with Dame Cicely Saunders and liked what she did.	Hospice care is a type of health care that focuses on the palliation of a terminally ill patient's pain and symptoms and attending to their emotional and spiritual needs at the end of life. Hospice care prioritizes comfort and quality of life by reducing pain and suffering. Hospice care provides an alternative to therapies focused on life-prolonging measures that may be arduous, likely to cause more symptoms, or are not aligned with a person's goals. Hospice care in the United States is largely defined by the practices of the Medicare system and other health insurance providers, which cover inpatient or at home hospice care for patients with terminal diseases who are estimated to live six months or less. Hospice care under the Medicare Hospice Benefit requires documentation from two physicians estimating a person has less than six months to live if the disease follows its usual course. Hospice benefits include access to a multidisciplinary treatment team specialized in end of life care and can be accessed in the home, long term care facility or the hospital.  Outside the United States, the term tends to be primarily associated with the particular buildings or institutions that specialize in such care. Such institutions may similarly provide care mostly in an end-of-life setting, but they may also be available for patients with other palliative care needs. Hospice care includes assistance for patients' families to help them cope with what is happening and provide care and support to keep the patient at home. 	2.6875737
A date rape drug is a drug that is used to make a person unable to consent to sex . This makes that person likely to be a victim of rape or sexual assault .  Date rape drugs include GHB , Rohypnol , alcohol and MDMA . Another is methaqualone, also known as Quaalude.	A date rape drug is any drug that incapacitates another person and renders that person vulnerable to a sexual assault , including rape . The substances are associated with date rape because of reported incidents of their use in the context of two people dating, during which the victim is sexually assaulted or raped or suffers other harm. The substances are not exclusively used to perpetrate sexual assault or rape, but are the properties or side-effects of substances normally used for legitimate medical purposes. One of the most common incapacitating agents for date rape is alcohol , administered either surreptitiously  or consumed voluntarily,  rendering the victim unable to make informed decisions or give consent. No comprehensive data exists on the frequency of drug-facilitated sexual assaults involving the use of surreptitious drug administration, due to the report rate of assaults and because rape victims who do report are often either never tested for these drugs, are tested for the wrong ones, or the tests are administered after the drug has been metabolized and left their body.  A 1999 study of 1,179 urine specimens from victims of suspected drug-facilitated sexual assaults in 49 American states found six  positive for Rohypnol , 97  positive for other benzodiazepines, 48  positive for GHB , 451  positive for alcohol and 468  negative for any of the drugs searched for.  A similar study of 2,003 urine samples of victims of suspected drug-facilitated sexual assaults found less than 2% tested positive for Rohypnol or GHB.  The samples used in these studies could only be verified as having been submitted within a 72-hour time frame or a 48-hour time frame.	2.6762328
Vomiting , also called puking , is emptying the contents of stomach through mouth . It can be either food or liquid in the stomach. It can be from infection , contaminated food or drink , foul smells or foul-tasting food, the brain being injured, a block in the small intestines so food and liquid cannot go through, too much alcohol or other drugs. Also, people can make themselves vomit  which is called purging . Usually people who have eaten or drunk poison are made to vomit any residual  poison off. Excessive vomiting may lead to dehydration , which can be dangerous, if not fatal as it will shut down a person's organs and twist the intestines.	Vomiting  is the involuntary, forceful expulsion of the contents of one's stomach through the mouth and sometimes the nose .  Vomiting can be caused by many conditions; it may be present as a specific response to ailments like gastritis  or poisoning , or as a non-specific sequela ranging from brain tumors and elevated intracranial pressure to overexposure to ionizing radiation . The feeling that one is about to vomit is called nausea ; it often precedes, but does not always lead to vomiting. Antiemetics are sometimes necessary to suppress nausea and vomiting. In severe cases, where dehydration develops, intravenous fluid may be required. Self-induced vomiting can be a component of an eating disorder such as bulimia , and is itself now classified as an eating disorder on its own, purging disorder . 	2.66266
In medicine , people talk about complications if a disease or condition a patient has gets worse. This makes it more difficult  to treat.	Complication or complications may refer to:	2.6493118
In medicine , malignant is a clinical word that is used to describe an illness that kills a patient fast. A malignant tumor is a tumor that is able to invade nearby tissues and spread to tissues that are not nearby.  Not all patients diagnosed with malignant tumors die, because of the improved treatments available.  The actual prognosis depends on the type of tumor, its differentiation, and how bad the disease is.  The term malignant is typically applied to neoplasms that show aggressive behavior characterized by local invasion or distant metastasis .	Malignancy  is the tendency of a medical condition to become progressively worse. Malignancy is most familiar as a characterization of cancer . A malignant tumor contrasts with a non-cancerous benign tumor in that a malignancy is not self-limited in its growth, is capable of invading into adjacent tissues, and may be capable of spreading to distant tissues. A benign tumor has none of those properties. Malignancy in cancers is characterized by anaplasia , invasiveness, and metastasis .  Malignant tumors are also characterized by genome instability , so that cancers, as assessed by whole genome sequencing , frequently have between 10,000 and 100,000 mutations in their entire genomes.  Cancers usually show tumour heterogeneity , containing multiple subclones.  They also frequently have reduced expression of DNA repair enzymes due to epigenetic methylation of DNA repair genes or altered microRNAs that control DNA repair gene expression.	2.642668
In medicine , saline refers to any solution of salt in water ; that is, salt water . Such solutions are sterile when they are to be placed into the body by infusion or injection . If the solution has more salt in it than is found in the human body, it is called hypertonic saline . The normal salt level is 0.9% and any salt amount more than 0.9% is called hypertonic.	Saline  is a mixture of sodium chloride in water and has a number of uses in medicine.  Applied to the affected area it is used to clean wounds, help remove contact lenses , and help with dry eyes .  By injection into a vein it is used to treat dehydration such as from gastroenteritis and diabetic ketoacidosis .   Large amounts may result in fluid overload , swelling , acidosis , and high blood sodium .   In those with long-standing low blood sodium , excessive use may result in osmotic demyelination syndrome .  Saline is in the crystalloid family of medications.  It is most commonly used as a sterile 9 g of salt per litre  solution, known as normal saline.  Higher and lower concentrations may also occasionally be used.   Saline is acidic, with a pH of 5.5 . 	2.6393926
The ongoing COVID-19 pandemic spread to the United Kingdom in late January 2020. By 13 May there had been  229,705 confirmed cases  and  33,186 deaths overall.  More than 90% of those dying had underlying illnesses or were over 60 years old. The infection rate was higher in care homes than in the community. There were large regional difference in the outbreak's severity. The outbreak in London had the highest total number and the most infections. England and Wales were the UK countries with the highest recorded death rate per head, and Northern Ireland had the lowest. The Department of Health and Social Care created a public health campaign to help slow the virus's spread, and began posting daily updates in early February. In February, the Heath Secretary , Matt Hancock , proposed the Health Protection  Regulations 2020 . Hospitals set up drive-through screening . The Chief Medical Officer for England, Chris Whitty , created a four-stage strategy to tackle the outbreak: contain, delay, research and mitigate .	The COVID-19 pandemic in the United Kingdom is part of the worldwide pandemic of coronavirus disease 2019  caused by severe acute respiratory syndrome coronavirus 2 . The virus reached the UK in late January 2020. As of 30 May 2021  , there had been  4.5 million cases confirmed and  128,030 deaths overall among people who had recently tested positive – the world's sixteenth-highest death rate by population   and the highest death toll in Europe .  There have been 153,093 deaths where the death certificate mentioned COVID by 14 May 2021 .  There has been some disparity between the outbreak's severity in England , Scotland , Wales and Northern Ireland – health in the UK is devolved , with each of the four having its own publicly funded healthcare system and government.   	2.6348805
The ongoing COVID-19 pandemic spread to the United Kingdom in late January 2020. By 13 May there had been  229,705 confirmed cases  and  33,186 deaths overall.  More than 90% of those dying had underlying illnesses or were over 60 years old. The infection rate was higher in care homes than in the community. There were large regional difference in the outbreak's severity. The outbreak in London had the highest total number and the most infections. England and Wales were the UK countries with the highest recorded death rate per head, and Northern Ireland had the lowest. The Department of Health and Social Care created a public health campaign to help slow the virus's spread, and began posting daily updates in early February. In February, the Heath Secretary , Matt Hancock , proposed the Health Protection  Regulations 2020 . Hospitals set up drive-through screening . The Chief Medical Officer for England, Chris Whitty , created a four-stage strategy to tackle the outbreak: contain, delay, research and mitigate .	The COVID-19 pandemic in the United Kingdom is part of the worldwide pandemic of coronavirus disease 2019  caused by severe acute respiratory syndrome coronavirus 2 . The virus reached the UK in late January 2020. As of 30 May 2021  , there had been  4.5 million cases confirmed and  128,030 deaths overall among people who had recently tested positive – the world's sixteenth-highest death rate by population   and the highest death toll in Europe .  There have been 153,093 deaths where the death certificate mentioned COVID by 14 May 2021 .  There has been some disparity between the outbreak's severity in England , Scotland , Wales and Northern Ireland – health in the UK is devolved , with each of the four having its own publicly funded healthcare system and government.   	2.6348805
Physiotherapy is also called "physical therapy". It attempts to treat what limits a person's abilities to move and do things in their daily life.  It is the treatment of disease, injury, deformity or disability to improve the quality of life. Physiotherapists use exercise, hands-on technique, patient education and various modalities. Physiotherapy plays an important role in the recovery of stroke patients. It also plays a major role in treating children with cerebral palsy , and in cardiopulmonary rehabilitation . Physiotherapy has three main categories which are orthopedics , neurophysiotherapy , and cardiorespiratory physiotherapy . Sports physiotherapists specialise in the strains and injuries caused to sportspeople.	Physical therapy , also known as physiotherapy , is one of the healthcare professions .  Physical therapy is provided by physical therapists who promote, maintain, or restore health through physical examination , diagnosis , prognosis, patient education , physical intervention, rehabilitation, disease prevention and health promotion . Physical therapists are known as physiotherapists in many countries. In addition to clinical practice, other aspects of physical therapist practice include research, education, consultation and health administration . Physical therapy is provided as a primary care treatment or alongside, or in conjunction with, other medical services. In some jurisdictions, such as the United Kingdom, physical therapists have the authority to prescribe medication. 	2.6329746
Analgetics   is a word for some drugs that are used to stop pain .  These are also known as painkillers .  There are several kinds of painkillers. All act on the nervous system . Some painkillers  can make people addicted if they are taken for a long time. Some painkillers have side effects that can harm people when they take too much 	An analgesic or painkiller is any member of the group of drugs used to achieve analgesia, relief from pain . They are distinct from anesthetics , which temporarily affect, and in some instances completely eliminate, sensation . Analgesic choice is also determined by the type of pain: For neuropathic pain , traditional analgesics are less effective, and there is often benefit from classes of drugs that are not normally considered analgesics, such as tricyclic antidepressants and anticonvulsants .  Analgesics are typically classified based on their mechanism of action. 	2.6301694
Defibrillation is the act of defibrillating the heart to treat the heart when it is not pushing blood because the heart muscle is not working in any pattern. Electricity causes a muscle to contract, this is how nerves cause muscles to work. The heart is a large muscle, and certain parts need to contract before other parts in order to push blood through the heart and out to the rest of body correctly. Sometimes the heart muscle doesn't contract in the correct way or at the correct speed, this is called an arrhythmia . Fibrillation is a type of arrhythmia when the whole heart is quivering, not organized to make heart beats of any kind.  CPR  can get blood to the body when the heart is fibrillating, but the heart still needs to be restarted. Sometimes CPR will do that as well, but often a defibrillator is needed. Defibrillation is done with a defibrillator. Defibrillation works by carefully sending a strong electric current to the heart, which resets the heart, and hopefully returns a normal, coordinated heart rhythm. It needs to depolarise  from a large part of the heart muscle, which stops the arrhythmia and allows the normal heartbeat to return. Defibrillators can work outside the body with the use of an external defibrillator or an automated external defibrillator , or inside the body with an implantable cardioverter-defibrillator . The first use of the technique on a human was in 1947 by Claude Beck, a professor of surgery at Case Western Reserve University. The patient was a 14-year-old boy named Mickey.  Defibrillation is now used during open heart surgery, when the heart is stopped on purpose. In1980 the first implanted defibrillator was put into a patient. Implanted defibrillators are put into the chests of people at risk of going into fibrillation.  Not all arrhythmias need defibrillation. Some arrhythmias still push blood to the body, not well, but still enough to keep a person alive. Other types, like ventricular fibrillation or pulseless ventricular tachycardia , will cause a person to die within minutes unless treated. These are what need to be treated by defibrillation.	Defibrillation is a treatment for life-threatening cardiac dysrhythmias , specifically ventricular fibrillation  and non-perfusing ventricular tachycardia .   A defibrillator delivers a dose of electric current  to the heart . Although not fully understood, this process depolarizes a large amount of the heart muscle , ending the dysrhythmia. Subsequently, the body's natural pacemaker in the sinoatrial node of the heart is able to re-establish normal sinus rhythm .  A heart which is in asystole  cannot be restarted by a defibrillator, but would be treated by cardiopulmonary resuscitation . In contrast to defibrillation, synchronized electrical cardioversion is an electrical shock delivered in synchrony to the cardiac cycle .  Although the person may still be critically ill , cardioversion normally aims to end poorly perfusing cardiac dysrhythmias , such as supraventricular tachycardia .   Defibrillators can be external, transvenous, or implanted , depending on the type of device used or needed.  Some external units, known as automated external defibrillators , automate the diagnosis of treatable rhythms, meaning that lay responders or bystanders are able to use them successfully with little or no training. 	2.6300871
A pharmacy is a shop where therapeutic drugs are sold. Sometimes a pharmacy is also called a drug store or chemist and druggist store . The people working in a pharmacy are called pharmacists , druggist or chemists . These people can recognise simple diseases and formulate or dispense drugs for some of them. Certain drugs are special, because they can be addictive , or they change the way other drugs act, or they need to be taken in a special way. These drugs cannot simply be bought at a pharmacy. A prescription is necessary to get them. Medical doctors give out prescriptions, which can then be used to get the drug. Many pharmacies do not sell drugs only. They also sell beauty products and hygiene -related products, like tampons for women and contraceptives . Pharmacy is also a branch of chemistry that studies the molecular structure of drugs to find better drugs.	Pharmacy is the clinical health science that links medical science with chemistry and it is charged with the discovery, production, disposal, safe and effective use, and control of medications and drugs . The practice of pharmacy requires excellent knowledge of drugs, their mechanism of action , side effects , interactions, mobility and toxicity . At the same time, it requires knowledge of treatment and understanding of the pathological process. Some specialties of pharmacists, such as that of clinical pharmacists , require other skills, e.g. knowledge about the acquisition and evaluation of physical and laboratory data.  The scope of pharmacy practice includes more traditional roles such as compounding and dispensing of medications, and it also includes more modern services related to health care , including clinical services, reviewing medications for safety and efficacy, and providing drug information. Pharmacists , therefore, are the experts on drug therapy and are the primary health professionals who optimize the use of medication for the benefit of the patients. An establishment in which pharmacy  is practiced is called a pharmacy  or a chemist's   . In the United States and Canada, drugstores commonly sell medicines , as well as miscellaneous items such as confectionery , cosmetics , office supplies , toys , hair care products and magazines and occasionally refreshments and groceries.	2.621379
